type,no,id,ja,en,use,note,author
APP,,search_btn_title,検索,Search,J,,
APP,,searchJob_label,ジョブ検索,Job Search,J,,
APP,,section_label,部署,Department,B,,
APP,,select_btn_title,選択,Select,J,,
APP,,setTime_label,設定日時,Set Date,J,,
APP,,setting_btn_title,設定,Settings,J,,
APP,,shiftDisplay_title,シフト設定,Set shift,J,,
APP,,showEkitanRoute_title,駅探経路情報,Ekitan Route Information,J,,
APP,,startEndTime_label,出退社時刻,Arrival/Departure Time,J,,
APP,,startTime_head,出社,In,B,,
APP,,startTime_label,出社時刻,Arrival Time,J,,
APP,,state_head,勤務<br/>状況,Status<br/>,J,,
APP,,stationFrom_label,出発,Depart,B,,
APP,,stationTo_label,到着,Arrive,B,,
APP,,stationVia_label,経由駅,Via,J,,
APP,,status_btn_title,ステータス,Status,J,,
APP,,status_caption,ステータス,Status,J,,
APP,,status_head,ステータス,Status,B,,
APP,,status_label,ステータス,Status,J,,
APP,,statusj_head,状況,Notes,J,,
APP,,subject_head,事柄,Description,B,,
APP,,task_head,タスク,Task,J,,
APP,,task_label,ToDo,ToDo,C,,
APP,,taskPercent_head,作業割合,Percentage Complete,J,,
APP,,taskReport_label,タスク毎の作業報告,Work Report by Task,J,,
APP,,taskSummary_label,月次集計,Monthly Summary,J,,
APP,,taskTime_head,作業時間,Duration,J,,
APP,,taskTimeTotal_label,作業時間合計,Total Duration,J,,
APP,,tax_label,消費税,Consumption Tax,B,,
APP,,taxHand_btn_title,消費税手入力,C/Tax Manual Entry,J,,
APP,,taxOn_btn_title,消費税入力,Consumption Tax Entry,J,,
APP,,te90000010,ハッピータイムレコーダーを使用する,Use the Happy Time Recorder,J,,小島
APP,,te90000020,心拍数データを取得する,Get the heart rate data,J,,小島
APP,,te90000030,Apple Watchで取得した心拍数データを保存します。,Save the heart rate data obtained in Apple Watch.,J,,小島
APP,,te90000040,ジオフェンス機能を使用する,Use the geofence function,J,,小島
APP,,te90000050,ハッピータイムレコーダー,Happy Time Recorder,J,,小島
APP,,te90000060,本機能は使用できません。,This function can not be used.,B,,小島
APP,,tf10000010,数量,Quantity,J,,GLOVA
APP,,tf10000020,出張日当,Business trip allowance per day,J,,GLOVA
APP,,tf10000030,宿泊手当,Accommodation Allowance,J,,GLOVA
APP,,tf10000040,単位,Unit,J,,GLOVA
APP,,tf10000050,使用制限,Use restrictions,J,,GLOVA
APP,,tf10000060,使用<br/>制限,Use<br/>Restrictions,J,,GLOVA
APP,,tf10000070,使用可能社員,Available to (employees),J,,GLOVA
APP,,tf10000080,費目表示区分,Expense account display categories,J,,GLOVA
APP,,tf10000090,費目<br/>表示区分,Expense account<br/>display category,J,,GLOVA
APP,,tf10000100,費目表示区分候補,Expenses account display category items,J,,Mari
APP,,tf10000110,回数券候補,Multiple-trip ticket items,J,,GLOVA
APP,,tf10000120,事前申請番号のプレフィックス,Advance approval number prefix,J,,GLOVA
APP,,tf10000130,仮払金支払い時の費目,Cash advance account,J,,GLOVA
APP,,tf10000140,会議・交際費の費目,Conference and social expense account,J,,GLOVA
APP,,tf10000150,外貨指定,Foreign currency specified,J,,GLOVA
APP,,tf10000170,外貨入力＝するかつ外貨指定ありの場合は、標準金額は現地金額となります。,"Foreign currency entry: If checked and a foreign currency is specified, the Standard Amount will be displayed in the local currency by default.",J,,GLOVA
APP,,tf10000180,開始日,Start date,J,,GLOVA
APP,,tf10000190,検 索,Search,J,,GLOVA
APP,,tf10000200,定期区間申請,Request a commuter pass route,J,,GLOVA
APP,,tf10000210,定期区間申請に承認ワークフローを使用する,Use an approval process to request a commuter pass route.,J,,GLOVA
APP,,tf10000220,SMCCカード用の社員コード,Employee code for SMCC card,J,,GLOVA
APP,,tf10000221,SMCCカード用の社員コードは英数字のみ使用可能です。,Only alphanumeric characters can be used for employee codes for SMCC cards.,J,,GLOVA
APP,,tf10000230,※英数字のみ使用可,*Only alphanumeric characters can be used.,J,,GLOVA
APP,,tf10000240,JAL,JAL,J,,GLOVA
APP,,tf10000241,ANA,ANA,J,,GLOVA
APP,,tf10000242,JALとANA以外,Other than JAL or ANA,J,,GLOVA
APP,,tf10000250,外貨 「{0}／{1}」{2} を削除します。\nよろしいですか？\n（削除すると元に戻すことはできません）,"Delete the foreign currency ""{0}/{1}"" {2}. OK? (cannot be restored once deleted.)",J,,
APP,,tf10000251,(開始日：{0}),(Start date: {0}),J,,GLOVA
APP,,tf10000260,指定の開始日のレートは既に登録されています。,The rate on the specified start date is already registered.,C,,GLOVA
APP,,tf10000270,承認／却下,Approve/Reject,J,,GLOVA
APP,,tf10000280,再申請,Re-apply,J,,GLOVA
APP,,tf10000290,選択したジョブをアサインする,Assign the selected job,J,,GLOVA
APP,,tf10000300,<<前月,&lt;&lt; Previous Month,J,,GLOVA
APP,,tf10000301,<<,&lt;&lt;,J,,
APP,,tf10000310,次月>>,Next Month &gt;&gt;,J,,GLOVA
APP,,tf10000311,>>,&gt;&gt;,J,,
APP,,tf10000320,<<前日,&lt;&lt;Previous Day,J,,GLOVA
APP,,tf10000330,翌日>>,Next Day &gt;&gt;,J,,GLOVA
APP,,tf10000340,（停止）,(Cancel),J,,GLOVA
APP,,tf10000350,定期区間を設定してください。,Set a commuter pass route.,J,,GLOVA
APP,,tf10000360,定期区間変更,Change a commuter pass route,J,,GLOVA
APP,,tf10000370,定期区間変更履歴,Records of changes made to commuter pass routes,J,,GLOVA
APP,,tf10000380,標準画面で定期区間情報を表示します。,Show commuter pass route information in standard mode.,J,,GLOVA
APP,,tf10000390,前回の定期区間変更が{0}の状態です。<br/>（前回の申請内容を変更する場合は、申請を取り消してください）,"The previous change made to the commuter pass route is {0}. <br/> (To change the details of the previous request, cancel the request.)",J,,GLOVA
APP,,tf10000400,日付を変更しているので、定期区間の再検索を行ってください。,You have changed the date(s). Search for the commuter pass route again.,J,,GLOVA
APP,,tf10000410,開始日付が無効です（{0}以降の日付を指定してください）。,Invalid start date (select a date on or after {0}).,J,,GLOVA
APP,,tf10000420,開始日付が過去の登録内容と重複します。,The start date is redundant with one registered in the past.,J,,GLOVA
APP,,tf10000430,定期区間登録を削除します。よろしいですか？,Delete the registered commuter pass route. OK?,J,,GLOVA
APP,,tf10000440,変更または新規,Modify or register new,J,,GLOVA
APP,,tf10000450,停止,Cancel,J,,GLOVA
APP,,tf10000460,経費申請の起算日（{0}）をまたがないように、分割して申請してください。,Divide the period for which you wish to request expenses so that expenses are not requested for the same day more than once ({0}).,J,,GLOVA
APP,,tf10000470,経費精算を開いています...,Opening the Expense Reimbursement page…,J,,GLOVA
APP,,tf10000480,経費精算へ,To expenses reimbursement,J,,GLOVA
APP,,tf10000490,駅探検索の運賃,Ekitan Search fares,J,,GLOVA
APP,,tf10000500,IC運賃を利用する,Use an IC fare,J,,GLOVA
APP,,tf10000510,添付画像表示,Show the attached image,J,,GLOVA
APP,,tf10000520,精算金額,Amount of expense reimbursement,J,,GLOVA
APP,,tf10000530,仮払金額,Cash Advance,J,,GLOVA
APP,,tf10000540,本人立替分,Paid by employee to be reimbursed by Company,J,,GLOVA
APP,,tf10000550,精算申請番号,Reimbursement Request No.,J,,GLOVA
APP,,tf10000580,支払先,Recipient,J,,GLOVA
APP,,tf10000590,支払日,Payment date,B,,GLOVA
APP,,tf10000600,会議・交際費,Conference and Social Expenses,J,,GLOVA
APP,,tf10000610,会議交際,Meeting association,J,,GLOVA
APP,,tf10000620,予定日,Scheduled Date,J,,GLOVA
APP,,tf10000630,精算,Reimbursed,J,,GLOVA
APP,,tf10000640,日付(from),Date (from),J,,GLOVA
APP,,tf10000650,日付(to),Date (to),J,,GLOVA
APP,,tf10000660,本人立替金額,Out-of-pocket Expense,J,,Mari
APP,,tf10000670,利用日付,Expense Date,J,,GLOVA
APP,,tf10000680,申請日付範囲,Request date range,J,,GLOVA
APP,,tf10000690,本人立替金額範囲,Out-of-pocket expense amount range,J,,GLOVA
APP,,tf10000700,利用日付範囲,Date range,J,,GLOVA
APP,,tf10000710,仮払金額範囲,Advance payment amount range,J,,GLOVA
APP,,tf10000720,備考(精算時),Remarks (reimbursement),J,,GLOVA
APP,,tf10000730,支払日範囲,Payment date range,J,,GLOVA
APP,,tf10000740,金額範囲,Amount range,J,,GLOVA
APP,,tf10000750,カード名,Card name,J,,GLOVA
APP,,tf10000760,出張種別,Type of business trip,J,,GLOVA
APP,,tf10000770,出発予定日,Expected departure date,J,,GLOVA
APP,,tf10000780,出発予定時刻,Expected departure time,J,,GLOVA
APP,,tf10000790,出発区分,Departure category,J,,GLOVA
APP,,tf10000800,帰着予定日,Expected arrival date,J,,GLOVA
APP,,tf10000810,帰着予定時刻,Expected arrival time,J,,GLOVA
APP,,tf10000820,帰着区分,Arrival category,J,,GLOVA
APP,,tf10000830,出張先会社名,Name of company to visit on business trip,J,,Mari
APP,,tf10000840,出張先住所,Address of company to visit on business trip,J,,Mari
APP,,tf10000850,内容,Details,J,,GLOVA
APP,,tf10000860,社内参加者人数,Number of Internal Participants,B,,里石
APP,,tf10000870,社外参加者人数,Number of External Participants,B,,里石
APP,,tf10000871,人数割金額,Amount per Participant,B,,中畑
APP,,tf10000880,合計人数,Total number of participants,J,,GLOVA
APP,,tf10000890,出張手当,Business Trip Allowance,J,,
APP,,tf10000900,宿泊手当,Accommodation Allowance,J,,GLOVA
APP,,tf10000910,乗車日,Date of use,J,,GLOVA
APP,,tf10000920,回数券種別,Type of multiple-trip tickets,J,,GLOVA
APP,,tf10000930,枚数,Number of tickets,J,,GLOVA
APP,,tf10000940,利用日,Date of use,J,,GLOVA
APP,,tf10000950,金額,Amount,J,,GLOVA
APP,,tf10000960,現地受入部署,Accepting local department,J,,GLOVA
APP,,tf10000970,パスポート申請,Passport request,J,,GLOVA
APP,,tf10000980,健康診断実施,Conduct a health checkup,J,,GLOVA
APP,,tf10000990,産業医への確認,Consult an industrial physician,J,,GLOVA
APP,,tf10001000,渡航準備金申請,Travel fund request,J,,GLOVA
APP,,tf10001010,責任者名,Name of the person in charge,J,,GLOVA
APP,,tf10001020,ビザ申請,Visa request,J,,GLOVA
APP,,tf10001030,保険申請,Insurance request,J,,GLOVA
APP,,tf10001040,仮払申請内容,Advance payment details,J,,GLOVA
APP,,tf10001050,仮払金額,Advance payment amount,J,,GLOVA
APP,,tf10001060,区間,Route,J,,GLOVA
APP,,tf10001070,希望列車名/便名,Preferred train/flight,J,,GLOVA
APP,,tf10001080,希望席,Preferred seat,J,,GLOVA
APP,,tf10001090,写真,Photo,J,,GLOVA
APP,,tf10001100,事前申請番号,Advance approval number,J,,GLOVA
APP,,tf10001110,合計金額,Total sum,J,,GLOVA
APP,,tf10001120,事前申請状態,Advance approval status,J,,GLOVA
APP,,tf10001130,精算申請状態,Reimbursement request status,J,,GLOVA
APP,,tf10001140,外貨,Foreign currency,J,,GLOVA
APP,,tf10001150,支払種別,Type of payment,B,,GLOVA
APP,,tf10001160,支払先名,Name of recipient,B,,GLOVA
APP,,tf10001170,外貨金額,Amount in foreign currency,J,,GLOVA
APP,,tf10001180,レート,Rates,J,,GLOVA
APP,,tf10001190,レート適用日,Rates applied on:,J,,GLOVA
APP,,tf10001200,処理日付,Date processed:,J,,GLOVA
APP,,tf10001210,割り当て先,Assigned to,J,,GLOVA
APP,,tf10001220,精算申請日付,Expense reimbursement requested,J,,GLOVA
APP,,tf10001230,状態,Status,J,,GLOVA
APP,,tf10001240,自動引落,Automatic withdrawal,J,,GLOVA
APP,,tf10001250,支払条件,Payment conditions,J,,GLOVA
APP,,tf10001260,SMCC法人コード,SMCC corporate code,J,,GLOVA
APP,,tf10001270,作成日時,Date created:,J,,GLOVA
APP,,tf10001280,決裁日,Date approved:,J,,GLOVA
APP,,tf10001290,申請日付,Request Date,J,,GLOVA
APP,,tf10001300,申請対象,Request for,J,,GLOVA
APP,,tf10001310,自分の申請,My requests,J,,GLOVA
APP,,tf10001320,部下の申請,Staff requests,J,,GLOVA
APP,,tf10001330,混在,All,J,,GLOVA
APP,,tf10001340,経費明細,Itemized Expense List,J,,GLOVA
APP,,tf10001350,本人立替,Paid by the person on behalf of the Company,B,,GLOVA
APP,,tf10001360,本人立替分,Paid by employee to be reimbursed by Company,J,,
APP,,tf10001370,請求書,Invoice,B,,GLOVA
APP,,tf10001380,法人カード,Corporate card,B,,GLOVA
APP,,tf10001390,消費税額,Amount of consumption tax,J,,GLOVA
APP,,tf10001410,出張・交通費,Business Trip/Transportation Expenses,J,,GLOVA
APP,,tf10001420,一般経費,General Expenses,J,,GLOVA
APP,,tf10001430,支払種別,Type of payment,J,,GLOVA
APP,,tf10001440,表示範囲,Select expense type,J,,GLOVA
APP,,tf10001450,仮払い,Temporary payment,J,,GLOVA
APP,,tf10001460,検 索,Search,J,,GLOVA
APP,,tf10001480,利用しない,Do not use,J,,GLOVA
APP,,tf10001490,経費精算（未申請）,Expense Reimbursement (Not requested),J,,GLOVA
APP,,tf10001491,経費精算（未確定）,Expense Reimbursement (Not confirmed),J,,GLOVA
APP,,tf10001500,カード明細読込,Read card details,J,,GLOVA
APP,,tf10001510,読み込み実行,Start reading,J,,GLOVA
APP,,tf10001520,精算開始,Start fare adjustment,J,,GLOVA
APP,,tf10001530,精算画面へ,To the Fare Adjustment page,J,,GLOVA
APP,,tf10001540,＜一覧へ戻る,< Back to List,J,,GLOVA
APP,,tf10001550,月末,End of Month,J,,GLOVA
APP,,tf10001560,標準画面で開く,Open in standard mode,J,,GLOVA
APP,,tf10001570,並び順を保存,Save sorting order,J,,GLOVA
APP,,tf10001580,データが存在しません,The data does not exist.,J,,GLOVA
APP,,tf10001590,編集中のデータは保存されていません。,The data you are editing is not saved.,J,,GLOVA
APP,,tf10001600,編集中のデータを破棄して一覧へ戻ります。よろしいですか？,Discard the data you are editing and go back to the list. OK?,J,,GLOVA
APP,,tf10001610,編集中のデータが保存されていませんが、移動してよろしいですか？,The data you are editing is not saved. Proceed?,J,,GLOVA
APP,,tf10001611,編集中のデータが保存されていませんが、絞り込み条件を変更してよろしいですか？,The data you are editing is not saved. Proceed?,J,,GLOVA
APP,,tf10001620,定期区間申請を取り消します。,Cancel the commuter pass route request.,J,,GLOVA
APP,,tf10001630,選択した明細のみ,Only the itemized list(s) selected,J,,GLOVA
APP,,tf10001640,稟議を関連付ける,Associate pieces of approval paper,J,,GLOVA
APP,,tf10001650,申請対象がありません,There is nothing you can apply for.,J,,GLOVA
APP,,tf10001660,保存後、画像ファイルをアップロード<br/>できるようになります。,You can upload image files<br/>after they are saved.,J,,GLOVA
APP,,tf10001670,引数が正しくありません,The parameter is invalid.,J,,GLOVA
APP,,tf10001680,費目を選択してください,Select an account.,J,,GLOVA
APP,,tf10001710,ジョブを入力してください,Enter a job.,J,,GLOVA
APP,,tf10001720,支払先名を入力してください。,Enter the name of the beneficiary.,J,,GLOVA
APP,,tf10001730,精算方法を選択してください,Select how to reimburse expenses.,J,,GLOVA
APP,,tf10001740,精算日を入力してください。,Enter a reimbursement date.,J,,GLOVA
APP,,tf10001750,振込元を選択してください。,Select a originating.,J,,GLOVA
APP,,tf10001760,読み込み対象を選択してください,Select a file to read.,J,,GLOVA
APP,,tf10001770,経路情報がありません,No route data.,J,,GLOVA
APP,,tf10001780,単価×数量の値が大きすぎて扱えません。,The product of the unit and quantity is too large to be handled.,J,,GLOVA
APP,,tf10001790,単価×数量が金額と合いません。,The product of the unit and quantity does not add up to the amount.,J,,GLOVA
APP,,tf10001800,換算レート×現地金額の値が大きすぎて扱えません。,The product of the conversion rate and amount in the local currency is too large to be handled.,J,,GLOVA
APP,,tf10001810,利用日とジョブの有効期間が整合しません。,The use date and job expiration date are not consistent.,J,,GLOVA
APP,,tf10001820,予定日とジョブの有効期間が整合しません。,The scheduled date and job expiration date are not consistent.,J,,GLOVA
APP,,tf10001830,{0} 件を選択,Select {0} records.,J,,GLOVA
APP,,tf10001840,{0}を入力してください。,Enter {0}.,J,,GLOVA
APP,,tf10001850,{0}≦{1}となるように入力してください。,Enter so that {0} is less than or equal to {1}.,J,,GLOVA
APP,,tf10001851,合計人数が1人以上になるように社内参加者人数と社外参加者人数を入力してください。,Enter the number of internal participants and the number of external participants so that the total number is one or more.,J,,里石
APP,,tf10001852,0以上を入力してください。,Please enter 0 or more.,J,,里石
APP,,tf10001853,申請者自身が参加している場合は、参加人数に含めてください。,"If the applicant is participating, please include the applicant in the number of participants.",J,,里石
APP,,tf10001854,合計人数が1人以上になるように社内参加者人数を入力してください。,Enter the number of internal participants so that the total number is one or more.,J,,里石
APP,,tf10001855,合計人数が1人以上になるように社外参加者人数を入力してください。,Enter the number of external participants so that the total number is one or more.,J,,里石
APP,,tf10001870,精算対象を選択してください,Select an expense to reimburse.,J,,GLOVA
APP,,tf10001880,精算取消対象を選択してください。,Select an item the expense reimbursement for which you wish to cancel.,J,,GLOVA
APP,,tf10001890,精算を開始します。よろしいですか？,Start expense reimbursement. OK?,J,,GLOVA
APP,,tf10001900,選択された {0} 件に対して精算取消を行います。よろしいですか？,This will cancel reimbursement for the item(s) selected. Continue?,J,,GLOVA
APP,,tf10001910,申請を削除します。よろしいですか？,Delete the request. OK?,J,,GLOVA
APP,,tf10001930,事前申請との差異を表示,Display the difference from the Advance approval.,J,,GLOVA
APP,,tf10001940,(新規),(New),J,,GLOVA
APP,,tf10001950,精算済み以外,Other than the expenses reimbursed,J,,GLOVA
APP,,tf10001951,仕訳済み以外,Other than the Journal already,J,,GLOVA
APP,,tf10001960,国内出張,Domestic Business Trip,J,,GLOVA
APP,,tf10001970,海外出張,Overseas Business Trip,J,,GLOVA
APP,,tf10001980,日帰り交通費,Day trip expenses,J,,GLOVA
APP,,tf10001990,会社,Company,J,,GLOVA
APP,,tf10002000,未確認,Not checked,J,,GLOVA
APP,,tf10002010,確認済み,Checked,J,,GLOVA
APP,,tf10002020,第一希望,First Preference,J,,GLOVA
APP,,tf10002030,第二希望,Second Preference,J,,GLOVA
APP,,tf10002040,第三希望,Third Preference,J,,GLOVA
APP,,tf10002050,読み込み元のデータに外貨の情報がありません。,The source data has no information on foreign currencies.,J,,GLOVA
APP,,tf10002060,通貨名が入力されていません。,The name of the currency is not entered.,J,,GLOVA
APP,,tf10002070,{0}の検索,Search for {0},J,,GLOVA
APP,,tf10002080,経費精算/本人立替分,Expense reimbursement/out-of-pocket expense,J,,GLOVA
APP,,tf10002090,経費精算/請求書,Expense Reimbursement/Invoice,J,,GLOVA
APP,,tf10002100,経費精算/カード,Expense Reimbursement/Credit Card,J,,GLOVA
APP,,tf10002110,経費精算/仮払い,Expense Reimbursement/Temporary Payment,J,,GLOVA
APP,,tf10002120,出張・交通費申請,Business Trip/Transportation Expense Request,J,,GLOVA
APP,,tf10002130,会議・交際費申請,Conferences/Social Expense Request,J,,GLOVA
APP,,tf10002140,一般経費申請,General Expense Request,J,,GLOVA
APP,,tf10002150,基本情報,Basic Information,J,,GLOVA
APP,,tf10002160,社員立替交通費,Transportation costs paid by the employee to be reimbursed by Company,J,,GLOVA
APP,,tf10002170,経費内容,Expense Details,J,,GLOVA
APP,,tf10002180,出張手当・宿泊手当,Business Trip Per Diem/Accommodation Allowance,J,,GLOVA
APP,,tf10002190,手配回数券,Multiple-Trip Ticket,J,,GLOVA
APP,,tf10002200,仮払申請,Advance Payment Request,J,,GLOVA
APP,,tf10002210,手配チケット,Ticket,J,,GLOVA
APP,,tf10002220,経費事前申請,Advance approval,J,,GLOVA
APP,,tf10002230,取引先検索,Customer Search,J,,GLOVA
APP,,tf10002240,定期区間申請履歴,History of Commuter Pass Route Requests,J,,GLOVA
APP,,tf10002250,稟議検索,Search for internal approval,J,,GLOVA
APP,,tf10002260,読み込み,Read,J,,
APP,,tf10002760,ユーザIDは既に登録されています,The user ID is already registered.,C,,GLOVA
APP,,tf10002780,社員登録されていません。,Not registered as an employee.,C,,GLOVA
APP,,tf10002790,部署コードが既存のレコードと重複します。,This department code is in the existing records.,C,,GLOVA
APP,,tf10003080,{0}の残業時間について、次のお知らせがあります。{1},Please be informed of the following regarding overtime in {0}.{1},C,,
APP,,tf10003350,他の休暇の大分類に設定されている休暇のため、大分類の変更はできません。,"The top-level category of this leave cannot be changed, as it is set as the top-level category of other leaves.",C,,GLOVA
APP,,tf10003360,大分類に設定されている休暇のため、削除できません。,"This leave cannot be deleted, as it is set as the top-level category.",C,,GLOVA
APP,,tf10003370,大分類に選択した休暇は無効です。,The leave you selected for the top-level category is invalid.,C,,GLOVA
APP,,tf10003570,履歴から読込,Read from history,J,,
APP,,tf10003580,駅名,Station,J,,
APP,,tf10003590,金額固定の場合、標準金額を入力してください。,"In the case of a fixed amount of money, please enter the standard amount.",J,,
APP,,tf10003600,費目種別が「駅探検索する交通費」かつ金額固定の場合、標準金額を入力しないでください。,"In the case of a fixed amount of money and ""Transportation expense by Ekitan Search"", please do not enter the standard amount of money expense item type.",J,,
APP,,tf10003620,<div>休暇情報<div>,<div style='line-height:105%;margin-left:-8px;'>Leave Info&nbsp;<div>,J,,
APP,,tf10003630,優先法定休日を指定する場合は、「法定休日の自動判定」をオンにしてください。,"If you specify a preferred legal holiday, please turn on the auto detection of legal holiday.",J,,
APP,,tf10003640,{0}は期限切れのため、取り込みできません。,"Due to an expired, {0} can not be imported.",J,,
APP,,tf10003641,{0}は社員割当が制限されているため、取り込みできません。,"Due to employee assignment is limited, {0} can not be imported.",J,,
APP,,tf10003642,{0}はジョブ割当区分で制限されているため、取り込みできません。,"Due to restriction on job assignment category, {0} can not be imported.",J,,
APP,,tf10003670,「{0} {1}」,'{0} {1}',J,,
APP,,tf10003680,外貨指定の通貨記号は外貨一覧に登録されていません。,Currency symbol for the currency specified is not registered in the list of foreign currency.,J,,
APP,,tf10003700,ＨＥＬＰ,HELP,J,,
APP,,tf10003710,[HELP]ボタンを押下した際に開くWebページのURL,URL of webpage opened when Help button is clicked,J,,Mari
APP,,tf10003720,申請時の備考入力を必須にする,Require remarks when making a request.,J,,Mari
APP,,tf10003730,承認申請の備考（またはコメント、理由）の入力を必須にさせたい場合はチェックしてください,Check to require the remarks (or comment or reason) section of approval request forms.,J,,Mari
APP,,tf10003740,タイムレポートを使用不可にする,Disable Time Report,J,,GLOVA
APP,,tf10003750,タイムレポート画面へ遷移するボタン・リンクを無効化します,Disable buttons and links to Time Report page.,J,,Mari
APP,,tf10003760,経費精算を使用不可にする,Disable expense reimbursement,J,,GLOVA
APP,,tf10003770,経費精算画面へ遷移するボタン・リンクを無効化します,Disable buttons and links to Expenses Reimbursement page.,J,,Mari
APP,,tf10003780,工数実績を使用不可にする,Disable Actual Project Hours Worked,J,,GLOVA
APP,,tf10003790,工数実績画面へ遷移するボタン・リンクを無効化します,Disable buttons and links to Actual Project Hours Worked page.,J,,Mari
APP,,tf10003800,データ出力オプションを追加する,Add data export options,J,,GLOVA
APP,,tf10003810,控除のある日は備考必須にする,Require Remarks for days with deduction,J,,GLOVA
APP,,tf10003820,遅刻・早退・私用外出により控除時間があるとき備考に理由を必須入力させたい場合はチェックしてください,"Check to require a reason in the remarks section when time is deducted due to tardiness, early departure or leaving the workplace for personal reasons.",J,,Mari
APP,,tf10003830,打刻なしは備考必須にする,Missing clocked time must have remarks.,J,,Mari
APP,,tf10003840,打刻と勤務入力の時刻が異なる、または打刻していない日の備考に理由を必須入力させたい場合はチェックしてください,Check to require a reason in the remarks section for a day on which the clocked times and the work start and end times entered were different or the employee did not clock in or out.,J,,Mari
APP,,tf10003850,本人が勤務確定承認取消可能,The person themselves can cancel the work confirmation approval,J,,
APP,,tf10003860,本人に承認済みの勤務確定を取り消させたい場合はチェックしてください,Check if you want to allow the person to cancel the approved work confirmation.,J,,
APP,,tf10003870,本人が勤怠申請承認取消可能,The person themselves can cancel the attendance confirmation approval,J,,
APP,,tf10003880,本人に承認済みの勤務確定以外の勤怠申請を取り消させたい場合はチェックしてください,Check if you want to allow the person to cancel the approved attendance confirmation.,J,,
APP,,tf10003890,打刻なしを表示する,Show employees not clocked in or out,J,,GLOVA
APP,,tf10003900,月次サマリーに「打刻なし」を表示する場合はチェックしてください,"Check to display ""no clocking"" in the monthly summary.",J,,Mari
APP,,tf10003910,勤怠申請の取消をメールする,Email attendance request cancelation,J,,Mari
APP,,tf10003920,勤怠申請が取り消された時メールを送信したい場合はチェックしてください,Check to send an email when an attendance request is canceled.,J,,Mari
APP,,tf10003930,定時打刻ボタンの使用,Use button for clock in & out at reg. time,J,,Mari
APP,,tf10003940,定時打刻ボタンを使用する場合はチェックしてください,Check to use the button for clocking off at a regular time.,J,,Mari
APP,,tf10003950,退社後の再出社打刻可能,Allow clock in again after leaving work,J,,Mari
APP,,tf10003960,オンで退社打刻後の再出社を打刻できるようにする,"When turned on, employees can return to work after clocking out for the day.",J,,Mari
APP,,tf10003970,フレックスで日ごとの残業を表示する,Show overtime work by day in flex mode,J,,GLOVA
APP,,tf10003980,フレックス制の勤務表で、1日の所定勤務時間を超えた勤務を、残業として表示するかどうかを入力します。,Enter whether to show work whose hours exceeded the regular daily work hours as overtime work in the flextime timesheet.,J,,
APP,,tf10003990,裁量労働／管理監督者で実労働時間を表示する,Show actual work hrs. by discretionary work or sup./mgr.,J,,Mari
APP,,tf10004000,裁量労働／管理監督者で勤務表グラフに実労働時間を表示するかどうか入力してください,Enter whether to show actual work hours for discretionary work and for supervisors/managers in the timesheet graph.,J,,Mari
APP,,tf10004010,勤務時間外の休憩・公用外出を記録する,Record breaks & Co. business away from workplace outside work hrs.,J,,Mari
APP,,tf10004020,勤務時間外の休憩や公用外出の時間を削除せず記録します。,Record without deleting breaks outside of work hours or time away from the workplace for business reasons.,J,,Mari
APP,,tf10004030,遅刻取扱い,Processed as Late Arrival,J,,GLOVA
APP,,tf10004040,0:遅刻申請ありなら控除せず（自己都合かどうかは関係なく）\n1:遅刻申請ありかつ自己都合でない場合は控除せず\n2:遅刻申請ありかつ自己都合でない場合は控除せず＆始業時刻から出勤とみなす。,"0: If a request is made for tardiness, do not deduct (regardless of whether or not for personal business) \n1: If a request is made for tardiness and not for personal reasons, do not deduct \n2: If a request is made for early departure and not for personal reasons, do not deduct  and consider employee to have worked since work start time. ",J,,Mari
APP,,tf10004041,遅刻申請ありなら控除せず（自己都合かどうかは関係なく）,Do not deduct if a late start has been requested (regardless of whether the reason is personal).,J,,
APP,,tf10004042,遅刻申請ありかつ自己都合でない場合は控除せず,Do not deduct if a late start has been requested and the reason thereof is not personal.,J,,
APP,,tf10004043,遅刻申請ありかつ自己都合でない場合は控除せずかつ始業時刻から出勤とみなす,Do not deduct and count the late start as working from the beginning of the prescribed working hours on the day if a late start has been requested and the reason thereof is not personal.,J,,
APP,,tf10004050,早退取扱い,Processed as Early Departure,J,,GLOVA
APP,,tf10004060,0:早退申請ありなら控除せず（自己都合かどうかは関係なく）\n1:早退申請ありかつ自己都合でない場合は控除せず\n2:早退申請ありかつ自己都合でない場合は控除せず＆終業時刻まで出勤とみなす。,"0: If a request is made for early departure, do not deduct (regardless of whether or not for personal business) \n1: If a request is made for early departure and not for personal reasons, do not deduct  \n2: If a request is made for early departure and not for personal reasons, do not deduct  and consider employee to have worked until work end time. ",J,,Mari
APP,,tf10004061,早退申請ありなら控除せず（自己都合かどうかは関係なく）,Do not deduct if an early departure has been requested (regardless of whether the reason is personal).,J,,
APP,,tf10004062,早退申請ありかつ自己都合でない場合は控除せず,Do not deduct if an early departure has been requested and the reason thereof is not personal.,J,,
APP,,tf10004063,早退申請ありかつ自己都合でない場合は控除せず＆終業時刻まで出勤とみなす,Do not deduct and count the early departure as working until the end of the regular working hours on the day if an early departure has been requested and the reason thereof is not personal.,J,,
APP,,tf10004070,退社打刻時の日次確定のデフォルトをオンにする,Turn on clock out default daily confirm.,J,,Mari
